Text,Label
"A Starbucks in Seattle, a shiva in Rockville, a conference in Boston. Suddenly #COVID19 is everywhere and yet the cdc says 300 cases.",INFORMATIVE
@USER @USER @USER Trump butt-kissing is killing Iowans👇🏽 Vote her out 11/3/2020 #IA2020 “Ernst Comments on Coronavirus Confirmed in Iowa” by @USER HTTPURL HTTPURL,UNINFORMATIVE
POTENTIAL CORONAVIRUS TREATMENT: Doctors are calling on people who have recovered from the virus to donate blood in hopes that it could help sick patients. ABC News’ Clayton Sandell reports. HTTPURL,UNINFORMATIVE
"Ethiopia records another #Covid19 case, raising the total confirmed cases in #Ethiopia to 44. The city of Dukem sees its first case of #COVID19 case. The new patient, 65, has no travel history and no known contact with confirmed case.",INFORMATIVE
"Facebook shuts down London offices after employee tests positive for #coronavirus.⛔️🔥 The closure comes after an employee from FB's Singapore office,who has been diagnosed with coronavirus, visited the company's London premises. #Facebook #socialmedia #CoronaVirusChallenge #news HTTPURL",INFORMATIVE
OK. The orange threat is speaking. Time to mute the TV. His lies are too dangerous. #coronavirus #COVID19 #TrumpOwnsEveryDeath #TrumpPlague #TrumptheWorstPresidentEVER #TrumpResignNOW #TrumpLiesPeopleDie,UNINFORMATIVE
"@USER @USER @USER Confirmed! @USER deserves absolutely NO CREDIT for the moniker ""Chlna"" or ""Chlnese"" virus or #coronavirus. It was CNN or maybe one of these other MSM outlets. But I still think that #CCPVirus would be more apt. HTTPURL",UNINFORMATIVE
"Georgia state senator, Brandon Beach went to doctor on Sat for cough, mild fever. Got a Corona test even though they wont test us..Mon, he felt better so he vote at state senate. Today he finds out he’s infected now entire state legislature self isolating. HTTPURL",INFORMATIVE
"@USER the average deaths per day during Civil War, the deadliest war in American history, was about 500. yesterday, more than 2,400 people in the US died of covid. HTTPURL",INFORMATIVE
Some non #coronavirus news Biloxi has been waiting for. We’ll know a lot more if and when ⁦@USER wraps up his investigation. HTTPURL,UNINFORMATIVE
Post: Italy records 969 coronavirus deaths dashing hopes of turnaround: Country also becomes second to overtake China in terms of total number of infections HTTPURL #Blaqsbi #blackwoman #Italyrecords #coronavirusdeaths #deathsdashing,INFORMATIVE
"@USER Russia’s secretive Vector Lab where they studied viruses, etc. Fire, some kind of incident in Nov. 2019. Month later—admittedly very far away—coronavirus pops up in Wuhan. Just saying.",UNINFORMATIVE
"Among 171 pediatric patients w/ covid19 at a hospital in Wuhan, almost a quarter had no symptoms and only 1 died, according to a letter published yesterday in the New England Journal of Medicine (NEJM). HTTPURL #coronavirus",INFORMATIVE
Data from Korea shows highest rate of #COVID2019 infection in 20s which is an anomaly (Korea is an ageing population). I suspect similar trend in UK etc. Many younger folks may be thinking this pandemic does not affect them but please understand we all have to play part... HTTPURL,UNINFORMATIVE
"The New Orleans Mardi Gras group ravaged by COVID-19: Four members of the Zulu Social Aid and Pleasure Club’ are killed by coronavirus, two die of 'unknown causes' and 20 others test positive HTTPURL",INFORMATIVE
"A makeshift hospital for curing COVID-19 patients in Wuhan, C China's Hubei, will close on Sunday after full disinfection as all patients have been discharged or transferred by Saturday afternoon. #FlyOverChina HTTPURL",UNINFORMATIVE
Correction: There are 37 vessels that have either made port or are about to. These have known cases of #Covid_19 and @USER is allowing passengers to disembark with no med screening and walk straight into the CBD's of our largest cities. ABSOLUTE QUARANTINE FAILURE,UNINFORMATIVE
"Hossein Sheikholeslam, an adviser to Iran's foreign minister Javad Zarif and former ambassador to Syria, died from the coronavirus on March 5, Iranian state media reported. HTTPURL",INFORMATIVE
"Meet the heroes of the #CoronavirusPandemic #Doctor, #Nurse, #Pharmacist, #Technician, #Medicalstaff, or #FirstResponders of any kind - We Salute You!! #BehindTheRxCurtain",UNINFORMATIVE
A 30 year old woman died today in St. Louis city from the Coronavirus. She found out she had it yesterday and won’t make it to see tomorrow. I’m sad.,INFORMATIVE
NY Law School canceled classes Wed. Thurs. &amp; Fri. in order to clean &amp; disinfect its building .. Cardozo School of Law also disinfected its campus on Tues. 1 student from each school had come into contact w/ a lawyer currently being treated for COVID-19. HTTPURL,INFORMATIVE
@USER I have the same problem! On Thursday at The Alf. It’s always PACKED &amp; I wait at least an hour. Surely they won’t discharge you from the clinic if you tell them you are avoiding exposure to COVID19? My appt on Thurs isn’t urgent so I’m going to put it off.,UNINFORMATIVE
"BREAKING: The number of cases of coronavirus worldwide is now at 303,001, according to the Johns Hopkins University &amp; Medicine Coronavirus Resource Center. The total deaths globally is 12,944. | via @USER HTTPURL",INFORMATIVE
Mass graves for up to 10 bodies are being dug in Muslim cemetery where 13-year-old Ismail was buried as Islamic community is devastated by coronavirus pandemic HTTPURL,UNINFORMATIVE
"Data from National Records of Scotland shows that in the last full week, registered deaths from all causes across Scotland was 60% higher than the five-year average at 1,741 deaths compared with the average of 1,098. Most of that will be #COVID19? HTTPURL",UNINFORMATIVE
"What an idiot. @USER is clueless, but that's TOTALLY expected of her and her out outlet. The president is right - at the time of the ban, there we 12 cases of #COVIDー19 and ZERO deaths. Every media outlet, democrat, &amp; Fauci were downplaying it entirely. Who falls for this?",INFORMATIVE
I added new features to my #COVIDStateTracker app! Now you can click the “see more” button and see a dynamically rendered graph on testing and positive cases in each state that updates as new data comes in. HTTPURL Pls feel free 2 share/suggest features! HTTPURL,UNINFORMATIVE
Thirteen people have died from the Coronavirus in Washington State. This is Trump’s response: Trump Calls Washington State Governor Jay Inslee ‘a Snake’ #coronavirus #COVID19 HTTPURL,INFORMATIVE
"How deadly is the coronavirus? ~ 0.1% of people who get the flu die ~ 3.4% people who get coronavirus worldwide die, per WHO ~ 4.6% is the coronavirus mortality rate in the US (based on tonight's report of 15 US deaths and 326 confirmed US cases) #coronavirus #covid19",INFORMATIVE
"Just In: #PepGuardiola's mother, Dolors Sala Carrio, dies after contracting coronavirus. May her soul Rest In Peace. Follow all the latest updates on #FanCode app. Download now: HTTPURL #coronavirusupdate #coronavirus #COVID19 #FanCode #ManchesterCity HTTPURL",INFORMATIVE
"Massachusetts - A Bridgewater inmate has tested positive for coronavirus, and state prison officials have quarantined the man and his roommate HTTPURL",INFORMATIVE
Vegetable market Peshawar KP.! People here are least worried about #COVID19 .! 1 infected Asymptomatic person and he would be transmitting it to complete city inside and outside ! HTTPURL,UNINFORMATIVE
The Indian Express: New York Zoo tiger tests positive for coronavirus: Are cats at particular risk?. HTTPURL A group of humans knows everything about this virus. Others don't know anything about it.,UNINFORMATIVE
"Based on fata from Italy, #COVID19 death rate among below 40 years old is 5 per 1M = 0.0005% Traffic accidents death rate in Malaysia is 0.02187% I am beginning to consider excluding all below 40 from MCO would be wise a decision.",UNINFORMATIVE
"🦠 #Ukraine does much fewer tests than other countries. Thus, the total number of Ukrainians infected with #COVID19 may be higher than the official number of confirmed cases. ⚠ For more updates, follow our LIVE: HTTPURL HTTPURL",UNINFORMATIVE
Economic conditions associated with the COVID-19 pandemic are affecting decisions for production at the former Kellogg's bakery near the intersection of Main Street and U.S. 40 in Seelyville. HTTPURL,UNINFORMATIVE
Coronavirus latest from me at 0715/0815 @USER -69 further deaths in our region -Concerns on council budget pressures -Police praise adherence to social distancing rules -More testing stations for NHS staff -Free transport for NHS workers &amp; key workers children still @ school,INFORMATIVE
"how we prepare &amp; respond to #coronavirus &amp; #health #shocks similar to how we #plan #prepare #respond #recover fr disasters like #Sandy etc How we doin' #Merica? #America #USA??? ""U.S. Health Experts Say Stricter Measures Are Required..."" HTTPURL",UNINFORMATIVE
"Amid coronavirus outbreaks, 9 out of 10 U.S. cities have acute shortages of masks, test kits, ventilators - The Washington Post HTTPURL",UNINFORMATIVE
"China:""We haven't had any COVID-19 cases for 3 days already"" USA&amp;EU:""Don't believe these commies,they never tell the truth.There are Ks of new cases"" Rus&amp;Cn:quote the numbers given by US&amp;UK authorities US&amp;EU:""Its propaganda!!!""",INFORMATIVE
"Covid-19: Uganda Closes Border with Kenya Uganda on Sunday closed its border with Kenya at Malaba after confirming its first positive coronavirus case, leaving commuters and truck drivers stranded. Kilifi Mutahi Kagwe BREAKING NEWS HTTPURL",INFORMATIVE
"It's Communism people. Never expect honesty. They don't have a word for it. Study published in March; if China had been honest in mid Nov 2019, the number of #COVID19 cases could have been reduced by 95% and its geographic spread limited. HTTPURL #ChinaReparations HTTPURL",UNINFORMATIVE
"BREAKING: Scotland's death toll from coronavirus now stands at 10, with a further three people having died in the past 24 hours. #RNHTweets HTTPURL",INFORMATIVE
This is wrong information. There are not 250+ cases in 1 day. Total number of cases in India at present is 250+. #COVIDー19,INFORMATIVE
Australia’s #Coronavirus curve continues to flatten with 51 deaths. Being a large island continent with a small population (on the other side of the world) has its advantages. Early lockdowns + Medicare (our universal health insurance scheme) have also helped. #Australia #Covid19,INFORMATIVE
"Dear New Yorkers: please stop throwing your PPE (masks, gloves) all over our streets! Can’t believe the litter I’m seeing everywhere. Dispose of them safely and properly in trash cans/bags, and ideally double bag them esp if worn by someone #COVID19 infected.",UNINFORMATIVE
"@USER ""These difficult times"" - understatement of the year. 18,000 #Covid_19 deaths described coldly as difficult. 18,000 includes the non-hospital deaths that this #Tory government wish to wipe from their death filled record. The 18,000 is still increasing and will as it plateaus.",INFORMATIVE
"@USER @USER @USER Boss, don't compare a normal country with Zimbabwe. What was centralised about DJ Biscuit ghosting in at ZBC late at night to announce coronavirus case when some newspapers had gone to bed? It's deceptive, it's secretive, it's very abnormal!",UNINFORMATIVE
"#Algeria Coronavirus cases surpass 100,000 globally: Live updates At least 15 deaths and 164 infections reported in the US as Vice President Pence reports cases on board cruise ship. HTTPURL #الجزائر HTTPURL",INFORMATIVE
"Unite says it's reached a deal with British Airways. 28,000 BA staff will be suspended because of coronavirus crisis and will get 80% of pay, with no cap on earnings, under a scheme to be introduced by BA. BA has not yet confirmed this",UNINFORMATIVE
"A GOP dowager with more dollars than sense boasted to Ryan Seacrest of blowing $5000 on Lowe's entire inventory of masks. ""What about everybody else?"" he asked. Good thing nobody really dies from those who'd make a killing selling masks. Capitalism at its most obscene #COVID19",UNINFORMATIVE
".@USER confirms a total of 126 cases of COVID-19, that’s an increase of 47 cases from yesterday. ISDH says 833 people in the state have been tested, including 279 who were tested in the past 24 hours.",INFORMATIVE
Alberta (Canada) signs $9.5 million contract with Spartan Bioscience Inc for handheld Covid-19 test that confirms test results in less than an hour.,UNINFORMATIVE
"JUST IN: DOH reports another recovered COVID-19 patient, bringing the total number to 4 (PH1, PH3, PH14, PH25). | via @USER HTTPURL",INFORMATIVE
"via @USER Participants in Major NATO Drill Quarantined Over Coronavirus Suspicions: The winter drill Cold Response with 15,000 participants will start on 12 March and take place in an area in northern Norway that stretches from the town of… HTTPURL HTTPURL",UNINFORMATIVE
"HEY, INFECTED IDIOT @USER The ""CHIEF fearmonger of the dump administration is WITHOUT A DOUBT"" @USER That NEGLIGENT, IRRESPONSIBLE, DANGEROUS IDIOT has BLOOD on HIS hands. So yeah. #SitDown and STFU. The Coronavirus Hoax, by Ron Paul HTTPURL",UNINFORMATIVE
"Trying out a new way of visualizing trends in COVID-19 confirmed cases in the US. As of today's update from Johns Hopkins CSSE, 7 states reported their first new cases. Hawaii &amp; Oklahoma also reported their first cases. HTTPURL",INFORMATIVE
".@USER Buddy Dyer just said at today's presser that a homeless person who stayed at the Coalition for the Homeless has tested positive for coronavirus. No other info. Dyer said he is ""extremely concerned"" about the virus spreading among the city's homeless population.",INFORMATIVE
"@USER @USER @USER The Queensland govt announced those measures yesterday, when released for the first time that 32 #covid19 were unexplained. Hotspots In cairns Gold Coast &amp; Brisbane; seeking GPs to now seeking path test for #SARSCoV19 of those with #pneumonia or respiratory symptoms.",INFORMATIVE
"📍Immigration, Chiefs and youth groups collaborate to fight coronavirus infiltrators 📍Coronavirus: Coca-Cola Ghana donates 3,000 packs of beverages to frontline workers 📍12 Togolese in isolation in Kumasi test negative for coronavirus",INFORMATIVE
"@USER Correct Mark. This tweet is a spectacularly silly distortion of the Irish Times coverage, both of coronavirus and SF's actions. Typical case in point: today's front page. HTTPURL",UNINFORMATIVE
#DavidKnightShow FULL SHOW: Lockdown To Last Until No Covid-19 Cases Left? #TheResistance1776 #2A #Hydroxychloroquine HTTPURL,UNINFORMATIVE
#BREAKING: A doctor in Victoria is confirmed as the latest Australian to test positive for #coronavirus. He had consulted approximately 70 patients over five days this past week - - #Australia #COVIDー19 HTTPURL,INFORMATIVE
"🦠 Chris Cuomo is just on Day 2 affer being diagnosed 'positive' with the Coronavirus. He is living in the basement of his home, so as NOT to infect his wife and children. He did this 'live' interview with the Gov., his brother, while carrying a 'fever'",INFORMATIVE
"586 people tested positive for #COVID19 in Belgium in the past 24 hours - 70 in Brussels. That's 3401 cases in total. Sadly 8 people died in the last 24 hours of COVID19, that's 75 in total. May they rest in peace. HTTPURL",INFORMATIVE
"@USER has introduced a Customer Recovery Fund in response to COVID to help minimize the monthly billing impacts to natural gas, propane &amp; electric residential &amp; small business customers. For more information: HTTPURL #Parksville #Qualicum #Nanaimo #Lantzville HTTPURL",UNINFORMATIVE
"Ghana: Given the rise of the number of cases of coronavirus (COVID-19) in Ghana, on 21 March the Government of Ghana announced the closure of the country’s borders, effective from 0000 GMT 22 March until 2300 GMT 5 April. The border .. #TravelAdvice HTTPURL",UNINFORMATIVE
"A worrying side-effect of the #COVID19 lockdown has been a rise in domestic abuse. As Zohra Yusuf @USER says, both women and children are vulnerable: 'Cases of parents beating children are not even reported in normal days, let alone amid this crisis.' HTTPURL",UNINFORMATIVE
"Same guy, two weeks apart. 1st foto: chasing bulls of fire while dodging fireworks in Tultepec, MX. 2nd foto: chasing the news while eluding the novel coronavirus in Lakewood, NJ. #doingwhatIlove #lovingwhatIdo HTTPURL",UNINFORMATIVE
Criminals are using #COVID19 pandemic as cover for a significant increase in wildlife crime in Central &amp; Eastern Europe. In March alone..at least 27 protected birds of prey were illegally killed in Austria &amp; another 3 in Hungary Czech Republic &amp; Slovakia HTTPURL,UNINFORMATIVE
"Coronavirus blogs: Political weapon: HTTPURL Catching Corona from your pet: HTTPURL Communist wants virus at Trump rallies; HTTPURL New, more potent killer strain: HTTPURL",UNINFORMATIVE
"There will be two Manitoba #COVID19 news conferences today, back to back, starting at 11 a.m.. First up, Premier Brian Pallister and Families Minister Heather Stefanson. Then chief provincial public health officer Brent Roussin and provincial nursing officer Lanette Siragusa.",UNINFORMATIVE
"@USER @USER please can you get word to @USER that they need to better inform the public. Please! We have 30 cases on the Island, and we are not being given the informational need to keep ourselves safe. #COVID19BC #covid19Canada HTTPURL",INFORMATIVE
@USER People will die because of your incompetence.🤬🖕 #ETTD #coronavirus Links to CDC H1N1 pandemic response &amp; 2019 budget. HTTPURL HTTPURL Clips from 2018 budget about importance of Strategic Stockpile &amp; infrastructure. HTTPURL,UNINFORMATIVE
Part of the reason for the order Louisiana has the 3rd highest cases of #COVID19 per capita in the United States. @USER @USER HTTPURL,UNINFORMATIVE
.@USER Please consider mandating that snowbirds returning from Florida quarantine themselves for 14 days since Florida is rampant with Coronavirus and we have been sheltering in place in nh to flatten the curve of this virus,UNINFORMATIVE
"The coronavirus has killed fewer people than the flu, so why worry? Last year there were 32 million confirmed cases of influenza in the US and 18000 people died. If the same number of people contract coronavirus, we can expect to see just over a million deaths #COVIDー19",UNINFORMATIVE
"Lots of awful #Covid_19 news today from around the world, Italy my heart goes out to you! 😔 🇮🇹. UK, in the last 24hrs we’ve had 1035 new confirmed cases, a 20% increases in a single day! Unless we stop social contact increases will continue! #StayAtHome HTTPURL",INFORMATIVE
"Minister for Economy, Aiyaz Sayed-Khaiyum says there is a dire situation in the country with around 25,000 Fijians having lost their jobs due to the impact of COVD-19. #FBCNews #FijiNews #Fiji #FJUNITED #COVID19 More: HTTPURL",UNINFORMATIVE
"Despite increasing number of #coronavirus cases in Bali, Indonesia's famous tourism province ""has no intention of implementing Large-Scale Social Restrictions similar to those that are enforced in Greater Jakarta to stop the virus transmission"" - @USER HTTPURL",UNINFORMATIVE
Midrand Covid-19 operation Date 2020 /04/03 6 Suspects arrested charges: House Robbery Three suspects are Police officers. The suspects were found immediately after receiving a Bribe of R10 000.The money found in their possession. Several firearm &amp; other items were seized. HTTPURL,UNINFORMATIVE
"Only three new coronavirus cases in Alabama Department of Public Health's morning report, for total of 81. No increase in Calhoun or Talladega counties. HTTPURL",INFORMATIVE
"Warships returning, soldiers wait for call: Gen. Vance on COVID-19 preparations #canada #canada #canadacoronavirus #canadians #coronavirusout... HTTPURL",UNINFORMATIVE
Three new cases of #coronavirus announced in Florida and tonight the Florida Dept. of Health announced two ppl have died one from Lee County and one from Santa Rosa County @USER @USER @USER @USER @USER @USER #COVID19,INFORMATIVE
U.S. Sen. Rand Paul (R-Ky.) has become the first member of the U.S. Senate to test positive for the coronavirus. HTTPURL,INFORMATIVE
"Covid-19 cases in Africa are low but calls are growing to get ahead of the wave with better data. Concise overview from Africa Confidential, free to read.",UNINFORMATIVE
"@USER @USER . @USER Sir, Great to know there is no #Covid_19 cases in Assam, but pl you need to enforce Muslims to do Namaz at home. Refer the case in Malaysia where max cases are related to Mosques! #CoronaVirusUpdate #JanataCurfewMarch22 HTTPURL",INFORMATIVE
This has to be some kind of first. Our awesome @USER master’s student defended his #GVHD #RNAseq thesis via @USER today. Effective! 🙌@USER @USER #COVID #StayHome HTTPURL,UNINFORMATIVE
"World Health Organization officials revealed the death rate from the novel coronavirus is higher than previously thought. Globally, about 3.4 percent of reported COVID-19 cases have died. By comparison, seasonal flu generally kills far fewer than 1 percent of those infected.",UNINFORMATIVE
Best case scenario: Kenya's GDP growth could drop to 1.9% if you factor in locusts &amp; coronavirus. Worst case scenario: -5% if the outbreak is not contained at all. HTTPURL,UNINFORMATIVE
"Rush Limbaugh: March 11: ""This coronavirus, all of this panic isn’t warranted. This, I’m telling you, when I tell you — when I’ve told you that this virus is the common cold. When I said that, it was based on the number of cases. It’s also based on the kind of virus this is.”",UNINFORMATIVE
"BREAKING: The total number of coronavirus cases in Italy have risen to 59,138 from 53,578 and the death toll has increased by 651 to 5,476",INFORMATIVE
#BreakingNews - 3 new FL Cases... - Broward County (Ahem #FlaPanthers peeps) - Lee County (found after they died waiting on testing) - Santa Rosa County (found after they died) #CoronavirusOutbreak #CoronaVirusUpdate #Coronavirusflorida #COVID19 #CoronavirusUSA,INFORMATIVE
Mientras en #ReinoUnido In #UK it looks like the light is getting it's way Doing nothing: 510.000 deaths Slow spread: 250.000 deaths Drastic measure: 20.000 deaths Regular flu: 8.000 deaths/year HTTPURL #coronavirus #COVID19 #Covid_19 #covid19UK #CoronaCrisisuk HTTPURL,UNINFORMATIVE
"Breaking: Oklahoma Episcopal Bishop Ed Konieczny’s COVID-19 test was negative. “I am delighted to say that I am currently negative for the virus,” Konieczny said in an email to Episcopalians this morning. HTTPURL",INFORMATIVE
"@USER $1,200 the first month. The government will find Americans on a need basis, not just handout $2,000 for 4 months to 37 million people when only 34 deaths occurred in 3,367 Coronavirus cases &amp; the country isn't even on lockdown. I can't make sense of it.",INFORMATIVE
"Britain's Prince Charles officially declared the opening of a new #coronavirus hospital named NHS Nightingale on Friday via a video link. The hospital is a temporary facility in London constructed in nine days and will eventually be able to house up to 4,000 #COVID19 patients. HTTPURL",UNINFORMATIVE
"personnel of station 4 thru the leadership of PCPT JULIUS B LUIS, Acting Station Commander had dialogue with Barangay Officials in our AOR for monitoring of cases about COVID19 . #TeamPNP #weServeAndProtect #PNPKakampiMo @USER @USER @USER @USER @USER HTTPURL",UNINFORMATIVE
Colorado Hospital Association says @USER people currently on COVID19 ventilators in Colorado. Sad truth is stats are showing 50 percent of patients on ventilators do not recover. HTTPURL,UNINFORMATIVE
The last patient of the coronavirus in Huhan province(yellow) recovered and got discharged. It's the 8th province that get rid of the #COVID2019 in #China.✌️✌️✌️ HTTPURL,INFORMATIVE
IMPORTANT STORY DEVELOPING: @USER reports 5 long-term facilities have COVID-19 outbreaks in Ozaukee and Washington Counties. 6 more suspected. Workers may have been transferring virus between facilities. Story leads @USER at 9!,INFORMATIVE
"Entering Morocco by ship last month, everyone on the boat—including Moroccans—had to fill out COVID-related paperwork and disclosures. Entering Italy, soldiers and public health workers checked everyone's temperature. Leaving Germany, I was grilled about my time in Italy",UNINFORMATIVE
Minnesota COVID-19 cases rise to 576. State has had 10 deaths. There are currently 56 hospitalized with 24 in the ICU. HTTPURL,INFORMATIVE
"How Italian citizens, travellers ‘infected’ Nigeria, 17 other coronavirus-free countries HTTPURL #NigeriaNews #Nigeria",UNINFORMATIVE
"ATLANTA — Cases of the new coronavirus in Georgia continued to climb on Friday, as the death toll in the state rose to 13 from 10 a day earlier. HTTPURL",INFORMATIVE
Raining now in the #Refugee camp of Malakasa near #Athens #Greece. Camp goes into #quarantine after one of its inhabitants tests positive for #COVIDー19. This is the second camp on the mainland that is quarantined. #Covid_19 #COVID2019 #covid19Gr HTTPURL,INFORMATIVE
"European stocks dropped as the spreading coronavirus weighed on the travel and leisure sector, with the region’s equities shaking off data that showed German factories saw signs of recovery before the virus outbreak. FTSE, CAC and DAX Index declined over 2% each. #MOMarketUpdates",UNINFORMATIVE
📈 Recovery rate. China: 66.88%. 📈 Recovery rate. Outside of China: 6.9%. 📈 Percentage of deaths to 'finalized' cases: 6.06% (this is the percentage of deaths to either recovered or deceased). #coronavirus #COVID19 #Wuhan #Epidemic #Breaking,UNINFORMATIVE
"In your non-COVID-19 news, a sprig of optimism, as fire-ravaged Australia show some initial signs of recovery. HTTPURL HTTPURL",UNINFORMATIVE
"In light of the ongoing COVID-19 Crisis, Essential Food Supplies/Required Materials are being sold by 4 Mobile Vans at a controlled price in Kalpi Tehsil. #CCCFights #ControlCoronaWithCoOperation #JalaunFights @USER @USER @USER @USER @USER HTTPURL",UNINFORMATIVE
"Why is @USER @USER not putting dots on the map anymore? There are cases in Florida, Maryland, Tennessee, Georgia, etc and they’re not marked on the map. #coronavirus #COVIDー19",UNINFORMATIVE
"Hello everyone, For the last few days @USER had signs of flu, got herself tested &amp; it came positive for Covid-19. Kanika &amp; her family are in complete quarantine. She is feeling better now 🙏 If u have the signs pls practice self isolation &amp; get yourself tested...(1/1)",INFORMATIVE
15 COVID-19 deaths in the US. Trump calls Gov of Washington State where 14 dead “a snake.” Trump lies “anyone that needs a test can get a test. Perfect test...as perfect as the transcript” of the call to Ukrainian Prez. Trump’s todies telling America the virus is contained.,INFORMATIVE
"More than 2,000 final year nursing and midwifery students have stepped forward to join the NHS Scotland workforce during the #coronavirus outbreak. First Minister @USER has praised their commitment and enthusiasm. More information ➡ HTTPURL HTTPURL",UNINFORMATIVE
"NEW in Saskatchewan: • 6 new presumptive COVID-19 cases. • 26 total confirmed or presumptive cases. • 3,093 tests performed so far in the province. #cdnpoli #skpoli #COVID19 #COVIDCanada",INFORMATIVE
"NEW ZEALAND: 'Covid-19 positive patients, healthcare workers to be given hydroxychloroquine' (Stuff, 17 April) SENEGAL has been doing this for six weeks and has had 3 deaths in a population of 15M+ Why did it take us 6 weeks to follow Senegal? #GoHardGoEarly",INFORMATIVE
@USER @USER There are two schools of thought on this issue: 1. Contrarians who think they're being controversial &amp; edgy by dismissing the danger of Covid-19. 2. People who believe extra deaths caused by no restrictions are a price worth paying for the economy &amp; ancient freedoms.,UNINFORMATIVE
Afghanistan confirm first death of #Coronavirus KABUL: (AIP): The Afghan government announced the first fatality related to Novel Coronavirus (COVID-19) on Sunday (March 22).,INFORMATIVE
"2 months ago when few Americans knew what COVID-19 was &amp; everyone said he was gonna lose, #PresidentBiden took the time to sound the alarm. He wasn’t my first choice, but anyone second guessing him right now should stop pissing inside the tent. #biden2020 HTTPURL",UNINFORMATIVE
Narayanganj area on lockdown as test confirms dead woman had COVID-19 The authorities in Narayanganj’s Bandar Upazila have put an area on lockdown after a test confirmed a woman had died of COVID-19.HTTPURL,INFORMATIVE
"Two new COVID-19 cases in the GTA this evening, and Yorkdale Plaza on lock down after a Rolex robbery. These stories and more in your 680 NEWS TO GO with @USER and @USER Listen LIVE: HTTPURL HTTPURL",INFORMATIVE
@USER HTTPURL Trump's performance at the CDC was an embarrassment. The delay in surveillance testing for #COVID19 is going to be the subject of a Congressional investigation one day. #Failure,UNINFORMATIVE
"Spain’s death toll from coronavirus rose at a slower pace on Saturday but surpassed 20,000 fatalities as the government mulled whether to ask parliament for a third extension of the confinement imposed in one of the world’s hardest hit countries - HTTPURL",INFORMATIVE
"JUST IN: The Department of Health confirms 77 new cases (including the 32 new cases reported earlier) of Coronavirus Disease (COVID-19) in the Philippines, bringing the total number of cases to 307. #COVID19 HTTPURL",INFORMATIVE
"11 residents of the #SoldiersHome in #Holyoke, #Massachusetts have #died, inc at least 5 who had tested positive for the #coronavirus illness #COVID19. A state official said test results are pending for 5 other #veterans. Status of the 11th was unknown. HTTPURL",INFORMATIVE
This morning I'm listening to 2 Ellis Marsalis works - Joe Cool's Blues with @USER &amp; Loved Ones with Branford Marsalis @USER Jazz Legend Ellis Marsalis Dies At 85 From COVID-19 HTTPURL,INFORMATIVE
Pence and McConnell attended the AIPAC conference where two attendees have tested positive for the Coronavirus. #wtp2020 #wtpTEAM #wtpEBRC HTTPURL,INFORMATIVE
"#BREAKING: A Chicago public high school serving about 200 students with complex special needs will be shut down starting Monday after a school aide tested positive for the novel coronavirus, city officials announced Friday evening. HTTPURL",INFORMATIVE
"Good morning! We're on air now with @USER &amp; @USER Today: latest on #COVID19 from @USER plus @USER on medtech companies here responding to the crisis, and @USER reports on growing popularity of online workouts @USER @USER",UNINFORMATIVE
"At 34, Jeffrey Ghazarian had already overcome many obstacles. His friends say his death after testing positive for COVID-19 should be a wake-up call for younger generations. HTTPURL",INFORMATIVE
"Join us tonight 7 pm to discuss #domesticviolence during this epidemic @USER @ as we continue our series on COVID-19 entitled ""Consequences"".If you are experiencing domestic violence use code word “mask19” to first responder for help Zoom meeting: 723 628 484 Password: 008727 HTTPURL",UNINFORMATIVE
"1st COVID-19 patient being discharged from Daikundi hospital: By Pajhwok Report on 23 March 2020 NEILI (Pajhwok): The first of COVID-19 patent is set to be discharged from hospital in southwestern Daikundi province, an official said on Monday. Public… HTTPURL HTTPURL",INFORMATIVE
We are open till 4pm today. Our new location is 3 minutes from our previous one. In Camelot Park at 11 Raffaele rd. Plymouth... you can come in or call us for curbside pick up. #elderberrysyrup #covid #plymouthma #southshorema #healthyappetites #aloe #aloegel HTTPURL,UNINFORMATIVE
Funny how the number of reported #COVID19 cases in NYC began flattening as soon as the number of tests started flattening… HTTPURL,UNINFORMATIVE
"#Covid19 continues to march in #Maharashtra with 6 more deaths, including a 43year old woman, while the number of #CoronaPositive cases increased by 145 to touch 635, state health authorities said in #Mumbai on Saturday. | #MaharashtraFightsCorona @USER @USER",INFORMATIVE
"Austin area nursing home residents who test positive for COVID-19 but do not need to be in the hospital will soon be moving to one of two new “isolation facilities,"" one in Travis County, one in Williamson County: HTTPURL @USER",INFORMATIVE
Vergeire on DZMM also said that there are now 14 #COVID19 fatalities (2 more than yesterday) and 6 people who have recovered. | via @USER,INFORMATIVE
"Vietnam's #COVID19 cases up to 35 after new infection was re-introduced into the population, giving a hint as to what could happen if you ”take your eyes off the ball”. Previously, Vietnam had just cured all their first batch of patients. #coronavirus HTTPURL",INFORMATIVE
The latest on coronavirus: • U.S. surpasses 300 cases • 14 deaths in Wash. • 2 deaths in Florida • SXSW canceled • Classrooms closed at UW • 21 on cruise ship test positive • Cases at a retirement center and — please not again — another nursing home HTTPURL,INFORMATIVE
Basically they're now going to expose Funke Akindele to Covid19 by having more than 20 people hover around her at the court room. . . . Counterproductive much!,UNINFORMATIVE
"@USER Trump labels Governor Inslee a snake then says ""I like the numbers being where they are. I don't need to have the numbers double because of one ship."" He doesn't want to let people off the Grand Princess Cruise Ship because the number of U.S. coronavirus cases would rise. HTTPURL",UNINFORMATIVE
